STOP_ID,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,SUPERVISING_ACTION_CORRESPONDING_ACTIVITY_LOG_ENTRY_REVIEWED,LOCATION_IN_OUT_CODE,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUMMONS_ISSUED_FLAG,OFFICER_IN_UNIFORM_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
1,2023-01-01,00:44:00,2023,January,Sunday,Based on Radio Run,APP,POM,804,SGT,804,1,I,1,MENACING,10,1,0,0,0,1,1,0,0,0,0,0,1,YELLING AND KNOCKING ON THE DOOR,32.0,MALE,BLACK,6.1,150.0,THN,BRO,BLK,5,A,46 MADISON ST,MADISON ST,984781.0,198509.0,PBMS,MANHATTAN
2,2023-01-01,00:49:00,2023,January,Sunday,Based on Self Initiated,APP,POM,69,SGT,69,1,O,1,CPW,3,0,0,1,0,1,1,1,0,0,0,1,1,VILIGANT,23.0,MALE,WHITE HISPANIC,5.7,150.0,MED,BRO,BLK,69,B,9910 SEAVIEW AVE,SEAVIEW AVE,1015557.0,170379.0,PBBS,BROOKLYN
3,2023-01-01,05:31:00,2023,January,Sunday,Based on Radio Run,APP,POM,83,SGT,83,1,O,1,CPW,5,1,0,0,0,1,1,0,0,0,0,0,1,UPSET,30.0,MALE,WHITE HISPANIC,6.0,165.72,HEA,BRO,BLK,83,D,TROUTMAN ST && ST NICHOLAS AVE,TROUTMAN ST,1005940.0,197103.0,PBBN,BROOKLYN
4,2023-01-01,04:59:00,2023,January,Sunday,Based on Self Initiated,APP,POM,113,SGT,113,1,O,1,CPW,2,1,0,0,0,1,1,1,0,1,0,0,1,CALM,20.0,MALE,BLACK,6.0,275.0,HEA,BRO,BLK,113,B,FARMERS BLVD && 135 AVE,FARMERS BLVD,1049830.0,185439.0,PBQS,QUEENS
5,2023-01-01,05:21:00,2023,January,Sunday,Based on Self Initiated,APP,POF,46,SGT,46,0,O,2,CPW,14,0,0,1,0,1,1,1,0,0,0,1,1,EVASIVE,25.0,MALE,BLACK HISPANIC,6.0,190.0,MED,BRO,BRO,46,B,2463 WEBSTER AVE,WEBSTER AVE,1013821.0,252710.0,PBBX,BRONX
6,2023-01-01,18:00:00,2023,January,Sunday,Based on Radio Run,APP,POF,181,SGT,181,1,O,1,ASSAULT,19,1,0,0,0,1,1,1,0,0,0,0,1,CALM,14.0,MALE,WHITE HISPANIC,6.1,145.0,MED,BRO,BLK,6,C,329 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,983845.0,205719.0,PBMS,MANHATTAN
7,2023-01-01,00:00:00,2023,January,Sunday,Based on Self Initiated,APP,POM,182,SGT,182,1,O,1,CPW,1,1,0,0,0,1,1,1,0,0,0,0,1,UPSET,26.0,MALE,BLACK,5.4,170.0,THN,BLK,BRO,23,B,E 110 ST && LEXINGTON AVE,E 110 ST,999643.0,228852.0,PBMN,MANHATTAN
8,2023-01-02,00:00:00,2023,January,Monday,Based on Radio Run,APP,POM,25,SGT,25,1,O,0,MENACING,5,1,0,0,0,1,0,0,1,1,0,0,1,CALM,41.0,MALE,BLACK,5.9,148.0,THN,BRO,BLK,25,B,1862 LEXINGTON AVE,LEXINGTON AVE,1000287.0,230097.0,PBMN,MANHATTAN
9,2023-01-02,04:05:00,2023,January,Monday,Based on Radio Run,APP,POM,68,SGT,68,1,O,0,GRAND LARCENY AUTO,25,1,0,0,0,1,1,1,1,1,0,0,1,CALM,27.75,MALE,WHITE HISPANIC,5.64,180.0,THN,BRO,BLK,68,C,25 79 ST,79 ST,973794.0,169193.0,PBBS,BROOKLYN
10,2023-01-01,19:04:00,2023,January,Sunday,Based on Radio Run,APP,POM,20,SGT,20,1,O,1,CPW,10,1,0,1,0,1,1,1,0,0,0,1,1,CALM,65.0,MALE,BLACK,5.1,200.0,MED,ZZZ,BLD,20,A,BROADWAY && W 66 ST,BROADWAY,989173.0,221221.0,PBMN,MANHATTAN
11,2023-01-01,15:54:00,2023,January,Sunday,Based on Self Initiated,APP,POF,864,SGT,864,1,S,1,ROBBERY,13,1,0,1,0,1,1,0,1,1,0,1,1,APPARENTLY NORMAL,29.0,MALE,BLACK,6.2,200.0,THN,BRO,BLK,46,A,E 176 ST && JEROME AVE,E 176 ST,1008653.0,248413.0,PBBX,BRONX
12,2023-01-01,03:54:00,2023,January,Sunday,Based on Self Initiated,APP,DTS,46,SSA,46,1,O,1,CPW,1,1,0,0,0,1,1,0,0,0,0,0,1,AGGRESSIVE,27.75,MALE,WHITE HISPANIC,5.9,140.0,THN,BRO,BRO,46,A,1841 CARTER AVE,CARTER AVE,1011272.0,247807.0,PBBX,BRONX
13,2023-01-01,20:10:00,2023,January,Sunday,Based on Self Initiated,APP,POM,802,SGT,802,0,O,1,CPW,10,1,0,1,0,1,1,1,1,1,0,0,1,CALM,27.0,MALE,BLACK,5.11,200.0,MED,BRO,BLK,77,C,TROY AVE && ATLANTIC AVE,TROY AVE,1002041.0,186193.0,PBBN,BROOKLYN
14,2023-01-01,20:41:00,2023,January,Sunday,Based on C/W on Scene,APP,POM,44,SGT,44,1,I,1,ROBBERY,10,1,0,1,0,1,1,0,0,0,0,0,1,UPSET,26.0,MALE,BLACK,5.11,190.0,MED,BRO,BLK,44,C,185 MCCLELLAN ST,MCCLELLAN ST,1006971.0,242703.0,PBBX,BRONX
15,2023-01-02,16:10:00,2023,January,Monday,Based on Radio Run,APP,POM,72,SGT,72,1,O,5,ASSAULT,5,1,0,0,0,1,0,0,0,0,0,0,1,COOPERATIVE,50.0,MALE,ASIAN / PACIFIC ISLANDER,5.7,180.0,MED,ZZZ,BLK,72,B,3 AVE && 51 ST,3 AVE,980043.0,175041.0,PBBS,BROOKLYN
16,2023-01-02,20:07:00,2023,January,Monday,Based on Radio Run,APP,POM,72,SGT,72,1,O,1,ROBBERY,1,1,0,0,0,1,1,1,1,1,0,0,1,COOPERATIVE,14.0,MALE,BLACK,5.3,120.0,THN,BRO,BLK,72,B,36 ST && 4 AVE,36 ST,983024.0,177659.0,PBBS,BROOKLYN
17,2023-01-03,00:15:00,2023,January,Tuesday,Based on Radio Run,APP,POM,26,LT,26,1,O,5,AUTO STRIPPIG,45,1,0,0,0,1,0,0,0,0,0,0,1,AGITATED,31.0,MALE,BLACK,6.6,280.0,HEA,BRO,BLK,26,B,3 CLAREMONT AVE,CLAREMONT AVE,993896.0,233936.0,PBMN,MANHATTAN
18,2023-01-02,10:38:00,2023,January,Monday,Based on C/W on Scene,APP,POM,32,LT,25,0,O,1,ROBBERY,8,1,1,0,0,1,0,0,0,0,0,0,1,NERVOUS/NORMAL,27.75,MALE,BLACK,5.5,130.0,THN,BRO,BLK,32,A,2498 FREDERICK DOUGLASS BLVD,FREDERICK DOUGLASS BLVD,998902.0,236382.0,PBMN,MANHATTAN
19,2023-01-01,09:11:00,2023,January,Sunday,Based on Self Initiated,APP,POM,45,SGT,45,1,O,1,GRAND LARCENY AUTO,17,1,0,1,0,1,1,1,1,1,0,0,1,APPEARED NERVOUS.,36.0,MALE,BLACK,5.8,160.0,THN,BRO,BLK,45,B,FERRIS PL && WESTCHESTER AVE,FERRIS PL,1027799.0,245412.0,PBBX,BRONX
20,2023-01-03,02:11:00,2023,January,Tuesday,Based on Radio Run,APP,POM,48,SGT,48,0,O,1,CPW,30,1,0,0,0,1,1,0,0,0,0,0,1,NERVOUS,27.75,MALE,BLACK,5.11,160.0,THN,BRO,BLK,48,B,E 181 ST && BATHGATE AVE,E 181 ST,1013487.0,249662.0,PBBX,BRONX
21,2023-01-01,02:52:00,2023,January,Sunday,Based on Self Initiated,APP,POM,75,SGT,75,1,O,1,CPW,10,1,0,0,0,1,1,1,0,0,0,0,1,ENERGETIC,40.0,MALE,BLACK,5.7,160.0,THN,BRO,BLK,75,B,HENDRIX ST && DUMONT AVE,HENDRIX ST,1015324.0,182395.0,PBBN,BROOKLYN
22,2023-01-01,23:57:00,2023,January,Sunday,Based on Self Initiated,APP,POM,75,SGT,75,1,O,1,CPW,5,1,0,1,0,1,1,1,0,0,0,1,1,ENERGETIC,22.0,MALE,WHITE HISPANIC,5.11,220.0,HEA,BRO,BLK,75,D,765 PENNSYLVANIA AVE,PENNSYLVANIA AVE,1014603.0,179438.0,PBBN,BROOKLYN
23,2023-01-01,02:44:00,2023,January,Sunday,Based on Self Initiated,APP,POM,81,LT,81,1,O,1,CPW,5,1,1,1,0,1,1,1,0,0,0,1,1,NERVOUS,17.0,MALE,BLACK,5.9,140.0,THN,BRO,BLK,81,C,MARCUS GARVEY BLVD && FULTON ST,MARCUS GARVEY BLVD,1001614.0,186927.0,PBBN,BROOKLYN
24,2023-01-01,02:44:00,2023,January,Sunday,Based on Self Initiated,APP,POM,81,LT,81,1,O,1,CPW,5,1,0,0,0,1,1,0,0,0,0,1,1,NERVOUS,27.75,MALE,BLACK,5.8,140.0,THN,BRO,BLK,81,C,MARCUS GARVEY BLVD && FULTON ST,MARCUS GARVEY BLVD,1001614.0,186927.0,PBBN,BROOKLYN
25,2023-01-01,02:44:00,2023,January,Sunday,Based on Self Initiated,APP,POM,81,LT,81,1,O,1,CPW,5,1,1,0,0,1,1,0,0,0,0,1,1,NERVOUS,27.75,MALE,BLACK,5.8,140.0,THN,BRO,BLK,81,C,MARCUS GARVEY BLVD && FULTON ST,MARCUS GARVEY BLVD,1001614.0,186927.0,PBBN,BROOKLYN
26,2023-01-02,21:39:00,2023,January,Monday,Based on Radio Run,APP,DTS,101,SGT,101,1,O,1,ASSAULT,5,1,0,1,0,1,0,1,1,1,0,0,1,UPSET,55.0,MALE,BLACK,6.2,180.0,MED,BRO,BLK,101,C,BEACH 43 ST && BEACH CHANNEL DR,BEACH 43 ST,1046799.0,156399.0,PBQS,QUEENS
27,2023-01-01,11:45:00,2023,January,Sunday,Based on Radio Run,APP,POM,122,LT,122,1,O,1,MENACING,13,1,0,1,0,1,0,1,0,0,0,0,1,NORMAL,76.0,MALE,ASIAN / PACIFIC ISLANDER,5.9,160.0,THN,BRO,GRY,122,A,396 TYSENS LN,TYSENS LN,950712.0,145621.0,PBSI,STATEN ISLAND
28,2023-01-03,02:46:00,2023,January,Tuesday,Based on Self Initiated,APP,POM,6,SSA,6,1,O,1,CRIMINAL TRESPASS,6,1,0,0,0,1,0,0,0,0,0,0,1,CALM,47.0,MALE,BLACK,6.2,170.0,THN,BRO,BLK,6,B,63 W 8 ST,W 8 ST,984485.0,206525.0,PBMS,MANHATTAN
29,2023-01-03,03:15:00,2023,January,Tuesday,Based on Self Initiated,APP,POM,43,LT,43,1,O,0,UNAUTHORIZED USE OF A VEHICLE,5,1,0,1,0,1,0,1,0,0,1,0,1,CALM,44.0,MALE,BLACK,6.2,185.0,THN,BRO,BLK,43,C,1104 ELDER AVE,ELDER AVE,1017865.0,240386.0,PBBX,BRONX
30,2023-01-02,19:18:00,2023,January,Monday,Based on Radio Run,APP,POF,68,LT,68,1,S,0,PETIT LARCENY,3,1,0,1,0,1,1,1,0,0,0,0,1,ANNOYED,35.0,FEMALE,WHITE,5.4,130.0,THN,BLU,PNK,68,D,&&,E TREMONT AVE,977764.0,170616.0,PBBS,BROOKLYN
31,2023-01-03,21:35:00,2023,January,Tuesday,Based on Radio Run,APP,POF,68,LT,68,1,O,1,CPW,11,1,1,0,0,1,1,1,0,1,0,0,1,CALM,32.0,FEMALE,WHITE,5.4,160.0,XXX,BRO,XXX,68,D,257 BAY RIDGE AVE,BAY RIDGE AVE,976812.0,171016.0,PBBS,BROOKLYN
32,2023-01-03,20:25:00,2023,January,Tuesday,Based on Radio Run,APP,POM,72,LT,72,1,I,0,CRIMINAL TRESPASS,5,1,0,0,0,1,0,0,0,0,0,0,1,CALM,43.0,MALE,WHITE HISPANIC,5.6,151.0,MED,BRO,BLK,72,B,140 58 ST,58 ST,977629.0,174468.0,PBBS,BROOKLYN
33,2023-01-01,01:35:00,2023,January,Sunday,Based on Self Initiated,APP,POM,186,SGT,186,1,O,1,CPW,3,1,0,0,0,1,1,0,1,0,0,0,1,ANNOYED,19.0,MALE,BLACK,5.11,180.0,U,BRO,BLK,73,D,NEWPORT ST && AMBOY ST,NEWPORT ST,1008694.0,179350.0,PBBN,BROOKLYN
34,2023-01-03,19:34:00,2023,January,Tuesday,Based on Radio Run,APP,POM,102,SGT,102,1,O,1,ROBBERY,8,1,1,0,0,1,1,0,0,0,0,0,1,AGGREVATED AND AGGRESSIVE,18.0,MALE,BLACK HISPANIC,6.0,270.0,HEA,BRO,BLK,102,A,87-46 LEFFERTS BLVD,LEFFERTS BLVD,1031244.0,193896.0,PBQS,QUEENS
35,2023-01-03,19:34:00,2023,January,Tuesday,Based on Radio Run,APP,POM,102,SGT,102,1,O,3,ROBBERY,8,1,1,0,0,1,1,1,0,0,0,0,1,AGGRAVATED AND AGGRESSIVE,27.75,MALE,WHITE HISPANIC,5.5,165.72,THN,BRO,BLK,102,A,87-46 LEFFERTS BLVD,LEFFERTS BLVD,1031244.0,193896.0,PBQS,QUEENS
36,2023-01-03,14:31:00,2023,January,Tuesday,Based on Radio Run,APP,POM,109,SGT,109,1,O,1,PETIT LARCENY,30,1,0,1,0,1,1,1,0,0,0,0,1,AGITATED,33.0,MALE,BLACK,5.6,150.0,THN,BRO,BLK,109,B,KISSENA BLVD && MAPLE AVE,KISSENA BLVD,1032519.0,214886.0,PBQN,QUEENS
37,2023-01-03,00:50:00,2023,January,Tuesday,Based on Self Initiated,APP,POM,113,SGT,113,1,O,2,CPW,3,1,0,0,0,1,1,1,0,1,0,0,1,CALM,24.0,MALE,BLACK,6.2,180.0,THN,BRO,BLK,113,C,SUTPHIN BLVD && 116 RD,SUTPHIN BLVD,1041804.0,187760.0,PBQS,QUEENS
38,2023-01-02,02:38:00,2023,January,Monday,Based on Radio Run,APP,POM,123,SGT,123,1,O,20,UNAUTHORIZED USE OF A VEHICLE,20,1,1,1,0,1,0,1,0,0,0,0,1,CALM,16.0,MALE,BLACK,5.9,180.0,THN,ZZZ,BLK,123,A,ARTHUR KILL RD && LION ST,ARTHUR KILL RD,917295.0,127692.0,PBSI,STATEN ISLAND
39,2023-01-02,02:38:00,2023,January,Monday,Based on Radio Run,APP,POM,123,SGT,123,1,O,20,UNAUTHORIZED USE OF A VEHICLE,20,1,1,1,0,1,0,1,0,0,0,0,1,CALM,15.0,MALE,BLACK HISPANIC,5.6,130.0,THN,ZZZ,BLK,123,A,ARTHUR KILL RD && LION ST,ARTHUR KILL RD,917295.0,127692.0,PBSI,STATEN ISLAND
40,2023-01-02,01:22:00,2023,January,Monday,Based on Self Initiated,APP,POM,61,SGT,61,1,O,1,OTHER,10,0,0,1,0,1,1,1,0,0,0,1,1,CALM,32.0,MALE,WHITE,5.5,140.0,THN,BRO,BLK,61,D,OCEAN AVENUE && BELT PARKWAY,OCEAN AVENUE,998525.0,152266.0,PBBS,BROOKLYN
41,2023-01-02,18:17:00,2023,January,Monday,Based on Radio Run,APP,POF,10,SGT,10,1,O,5,RECKLESS ENDANGERMENT,4,1,0,1,0,1,1,1,0,0,1,1,1,APPARENTLY NORMAL,28.0,MALE,BLACK,5.6,160.0,MED,BRO,BLK,10,B,W 22 ST && 8 AVE,W 22 ST,984535.0,210565.0,PBMS,MANHATTAN
42,2023-01-01,01:52:00,2023,January,Sunday,Based on Self Initiated,APP,POM,28,SSA,28,1,O,3,CPW,5,1,0,0,0,1,1,1,0,0,0,0,1,CALM,19.0,MALE,BLACK,6.3,230.0,U,BRO,BLK,28,A,136 W 116 ST,W 116 ST,997832.0,231648.0,PBMN,MANHATTAN
43,2023-01-01,03:50:00,2023,January,Sunday,Based on Self Initiated,APP,POM,32,SGT,32,1,O,1,OTHER,1,1,0,0,0,1,0,0,0,0,0,0,1,CALM,27.75,MALE,ASIAN / PACIFIC ISLANDER,5.2,165.0,MED,BRO,BLK,32,A,312 W 133 ST,W 133 ST,998582.0,236358.0,PBMN,MANHATTAN
44,2023-01-02,14:50:00,2023,January,Monday,Based on Self Initiated,APP,POM,43,SGT,43,0,O,2,CPW,73,1,0,0,0,1,1,0,0,0,0,0,1,CALM,30.0,MALE,BLACK,5.8,160.0,THN,BRO,XXX,43,E,METROPOLITAN AVE && PURDY ST,METROPOLITAN AVE,1024596.0,245568.0,PBBX,BRONX
45,2023-01-03,21:04:00,2023,January,Tuesday,Based on Self Initiated,APP,POM,75,SGT,75,1,O,1,CPW,10,1,0,0,0,1,1,0,0,0,0,0,1,ANGRY,21.0,MALE,BLACK HISPANIC,5.11,160.0,MED,BRO,BLK,75,C,BELMONT AVE && MILFORD ST,BELMONT AVE,1018425.0,184633.0,PBBN,BROOKLYN
46,2023-01-02,12:46:00,2023,January,Monday,Based on C/W on Scene,APP,CPT,106,CPT,106,1,O,15,FORCIBLE TOUCHING,15,1,0,0,0,1,0,0,0,0,0,0,1,APPEARED INTOXICATED BY ALCOHOL / STRONG AOB / COOPERATIVE,30.0,MALE,BLACK,5.7,170.0,MED,BRO,BLK,106,B,96-04 LIBERTY AVE,LIBERTY AVE,1027934.0,187262.0,PBQS,QUEENS
47,2023-01-03,12:00:00,2023,January,Tuesday,Based on Radio Run,APP,POF,106,CPT,106,1,O,1,CPW,20,1,0,1,0,1,0,1,0,0,0,1,1,AGITATED NERVOUS UNCOOPERATIVE,26.0,MALE,BLACK,5.11,160.0,THN,BRO,BLK,106,C,109-22 108 ST,108 ST,1030977.0,186626.0,PBQS,QUEENS
48,2023-01-02,17:10:00,2023,January,Monday,Based on Self Initiated,APP,POM,113,SGT,113,1,O,3,CPW,10,1,0,0,0,1,1,0,1,1,0,0,1,UNDERSTANDING AND COOPERATIVE,19.0,MALE,BLACK,6.0,195.0,HEA,BLK,BLK,113,C,116 RD && 155 ST,116 RD,1042690.0,188249.0,PBQS,QUEENS
49,2023-01-04,02:06:00,2023,January,Wednesday,Based on Radio Run,APP,POM,122,LT,122,1,O,1,MAKING GRAFFITI,10,1,0,1,0,1,0,1,0,0,0,0,1,CALM,38.0,MALE,WHITE,5.8,150.0,THN,BLU,BRO,122,A,55 COVERLY ST,COVERLY ST,949418.0,147246.0,PBSI,STATEN ISLAND
50,2023-01-04,07:59:00,2023,January,Wednesday,Based on Radio Run,APP,POM,122,LT,122,1,O,1,CRIMINAL TRESPASS,5,1,0,1,0,1,0,1,0,0,0,0,1,CALM,30.0,MALE,BLACK HISPANIC,5.7,210.0,HEA,BRO,BLK,122,A,26 MICHAEL CT,MICHAEL CT,941467.0,142743.0,PBSI,STATEN ISLAND
51,2023-01-04,15:28:00,2023,January,Wednesday,Based on Radio Run,APP,POM,9,SGT,161,1,O,0,CPW,15,1,0,0,0,1,1,0,0,0,0,0,1,CONFUSED,49.0,MALE,WHITE HISPANIC,5.6,130.0,THN,ZZZ,XXX,9,B,438 E 14 ST,E 14 ST,989319.0,205582.0,PBMS,MANHATTAN
52,2023-01-02,11:55:00,2023,January,Monday,Based on Radio Run,APP,POM,18,LT,18,1,O,1,PETIT LARCENY,6,1,0,1,0,1,0,1,0,0,0,0,1,CALM,52.0,MALE,BLACK,6.4,170.0,MED,BRO,BLK,10,C,424 W 43 ST,W 43 ST,986101.0,215980.0,PBMS,MANHATTAN
53,2023-01-03,14:15:00,2023,January,Tuesday,Based on C/W on Scene,APP,POM,19,SGT,19,1,I,1,PETIT LARCENY,5,1,0,0,0,1,0,1,0,1,0,0,1,ANGRY,50.0,MALE,BLACK,5.1,10.0,THN,BRO,ZZZ,19,C,150 E 86 ST,E 86 ST,996606.0,223175.0,PBMN,MANHATTAN
54,2023-01-01,01:25:00,2023,January,Sunday,Based on Self Initiated,APP,POM,42,SGT,183,0,O,1,CPW,5,1,0,1,0,1,1,1,0,0,0,1,1,NERVOUS,19.0,MALE,BLACK,5.1,160.0,U,BRO,BLK,42,C,WEBSTER AVE && E 168 ST,WEBSTER AVE,1009261.0,242513.0,PBBX,BRONX
55,2023-01-02,15:35:00,2023,January,Monday,Based on Radio Run,APP,POM,42,SGT,42,1,O,0,CPW,4,1,0,0,0,1,1,0,1,1,0,0,1,COMPLIANT,27.75,FEMALE,BLACK,5.6,180.0,HEA,BRO,BLK,42,D,1038 BOSTON RD,BOSTON RD,1010167.0,240256.0,PBBX,BRONX
56,2023-01-01,00:47:00,2023,January,Sunday,Based on Self Initiated,APP,POM,40,SGT,40,0,O,7,CPW,3,1,0,0,0,1,1,0,0,0,0,0,1,ANNOYED,20.0,MALE,WHITE HISPANIC,5.5,150.0,THN,BRO,BLK,44,A,CONCOURSE VLG E && E 158 ST,CONCOURSE VLG E,1006557.0,239442.0,PBBX,BRONX
57,2023-01-01,02:00:00,2023,January,Sunday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,1,CPW,10,1,0,0,1,1,1,1,0,0,0,0,1,NERVOUS,17.0,MALE,WHITE HISPANIC,6.1,190.0,THN,BRO,BLK,46,B,270 E FORDHAM RD,E FORDHAM RD,1013230.0,253337.0,PBBX,BRONX
58,2023-01-01,00:10:00,2023,January,Sunday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,0,CPW,1,1,0,0,0,1,1,0,0,0,0,0,1,CALM,40.0,MALE,WHITE HISPANIC,6.0,220.0,HEA,BRO,BLK,46,A,E TREMONT AVE && WALTON AVE,E TREMONT AVE,1009588.0,249449.0,PBBX,BRONX
59,2023-01-03,22:24:00,2023,January,Tuesday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,1,CPW,2,1,0,0,0,1,1,0,0,0,0,0,1,NERVOUS,25.0,MALE,BLACK,6.1,180.0,THN,BRO,BLK,46,A,E 176 ST && WALTON AVE,E 176 ST,1009220.0,248332.0,PBBX,BRONX
60,2023-01-03,22:34:00,2023,January,Tuesday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,2,CPW,3,1,0,0,0,1,1,0,0,0,0,0,1,AGGRESSIVE,19.0,MALE,BLACK,5.7,160.0,THN,BRO,BLK,46,D,126 FEATHERBED LN,FEATHERBED LN,1006324.0,247528.0,PBBX,BRONX
61,2023-01-03,22:40:00,2023,January,Tuesday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,0,CPW,1,1,0,0,0,1,1,0,0,0,0,0,1,CALM,26.0,MALE,BLACK,5.1,180.0,MED,BRO,XXX,46,D,FEATHERBED LN && SHAKESPEARE AVE,FEATHERBED LN,1006610.0,247544.0,PBBX,BRONX
62,2023-01-03,22:41:00,2023,January,Tuesday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,1,CPW,4,1,0,0,0,1,0,1,0,0,0,0,1,CALM,19.0,MALE,WHITE HISPANIC,5.8,190.0,MED,BRO,BLK,46,D,1551 SHAKESPEARE AVE,SHAKESPEARE AVE,1006566.0,247463.0,PBBX,BRONX
63,2023-01-03,23:08:00,2023,January,Tuesday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,1,CPW,2,1,0,0,0,1,1,0,0,0,0,0,1,AGGRESSIVE,16.0,MALE,BLACK,5.5,130.0,THN,BRO,BLK,46,D,W TREMONT AVE && UNIVERSITY AVE,W TREMONT AVE,1007648.0,249141.0,PBBX,BRONX
64,2023-01-03,21:03:00,2023,January,Tuesday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,1,CPW,12,1,1,0,0,1,1,0,0,0,0,0,1,CALM,25.0,MALE,BLACK,6.2,205.0,MED,BRO,BLK,46,B,WEBSTER AVE && E 180 ST,WEBSTER AVE,1012439.0,249813.0,PBBX,BRONX
65,2023-01-03,21:03:00,2023,January,Tuesday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,1,CPW,12,1,1,0,0,1,1,1,0,0,0,0,1,CALM,20.0,MALE,BLACK,5.6,150.0,THN,BRO,BLK,46,B,WEBSTER AVE && E 180 ST,WEBSTER AVE,1012439.0,249813.0,PBBX,BRONX
66,2023-01-03,21:05:00,2023,January,Tuesday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,0,CPW,11,1,1,0,0,1,1,0,1,1,0,0,1,CALM,22.0,MALE,BLACK,6.0,175.0,MED,BRO,BLK,46,B,WEBSTER AVE && E 180 ST,WEBSTER AVE,1012439.0,249813.0,PBBX,BRONX
67,2023-01-03,21:05:00,2023,January,Tuesday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,0,CPW,3,1,1,0,0,1,1,0,0,0,0,0,1,CALM,24.0,MALE,BLACK,6.0,180.0,MED,BRO,BLK,46,B,WEBSTER AVE && E 180 ST,WEBSTER AVE,1012439.0,249813.0,PBBX,BRONX
68,2023-01-03,21:05:00,2023,January,Tuesday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,0,CPW,3,1,1,0,0,1,1,0,0,0,0,0,1,CALM,22.0,MALE,BLACK,6.0,170.0,MED,BRO,BLK,46,B,WEBSTER AVE && E 180 ST,WEBSTER AVE,1012439.0,249813.0,PBBX,BRONX
69,2023-01-01,00:17:00,2023,January,Sunday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,1,CPW,1,1,0,0,0,1,1,0,0,0,0,0,1,NERVOUS,25.0,MALE,BLACK,5.11,180.0,MED,BRO,XXX,48,B,WEBSTER AVE && E 184 ST,WEBSTER AVE,1013223.0,251430.0,PBBX,BRONX
70,2023-01-01,02:09:00,2023,January,Sunday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,1,CPW,2,1,0,0,0,1,1,0,0,0,0,0,1,CALM,22.0,MALE,BLACK,5.1,190.0,MED,BRO,BLK,48,A,WEBSTER AVE && E FORDHAM RD,WEBSTER AVE,1014295.0,253237.0,PBBX,BRONX
71,2023-01-03,18:57:00,2023,January,Tuesday,Based on Self Initiated,APP,POM,46,SSA,46,0,O,2,CPW,1,1,0,0,0,1,1,0,0,0,0,0,1,NERVOUS,20.0,MALE,BLACK,6.0,170.0,MED,BRO,XXX,48,A,3 AVE && E 189 ST,3 AVE,1014358.0,252631.0,PBBX,BRONX
72,2023-01-01,01:42:00,2023,January,Sunday,Based on Self Initiated,APP,POM,46,SGT,46,0,I,1,CPW,2,1,0,0,0,1,1,0,0,0,0,0,1,COMBATIVE,18.0,MALE,BLACK,5.1,140.0,THN,BRO,XXX,52,A,2441 JEROME AVE,JEROME AVE,1011472.0,253488.0,PBBX,BRONX
73,2023-01-01,04:37:00,2023,January,Sunday,Based on Self Initiated,APP,POM,52,LT,52,0,I,1,CPW,1,1,0,0,0,1,1,0,0,0,0,0,1,CALM,20.0,MALE,BLACK,5.9,150.0,THN,ZZZ,XXX,52,B,JEROME AVE && E 193 ST,JEROME AVE,1012468.0,255066.0,PBBX,BRONX
