STOP_ID,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,SUPERVISING_ACTION_CORRESPONDING_ACTIVITY_LOG_ENTRY_REVIEWED,LOCATION_IN_OUT_CODE,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUMMONS_ISSUED_FLAG,OFFICER_IN_UNIFORM_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
8065,2023-06-22,02:49:00,2023,June,Thursday,Based on Radio Run,APP,POF,863,SGT,863,1,S,1,CPW,5,1,0,0,0,1,1,1,0,0,0,0,1,CALM,27.0,MALE,BLACK,4.11,130.0,THN,BLK,BLK,5,C,SPRING ST && LAFAYETTE ST,SPRING ST,985042.0,202430.0,PBMS,MANHATTAN
8066,2023-06-22,01:07:00,2023,June,Thursday,Based on Radio Run,APP,PO,33,SGT,33,1,O,1,GRAND LARCENY AUTO,3,1,0,0,0,1,0,0,0,0,0,0,1,NERVOUS,27.75,MALE,WHITE HISPANIC,5.64,165.72,MED,BRO,BLK,33,D,800 W 177 ST,W 177 ST,1000956.0,248158.0,PBMN,MANHATTAN
8067,2023-06-18,21:48:00,2023,June,Sunday,Based on Radio Run,APP,POM,41,SGT,41,1,O,1,CPW,6,0,0,0,0,1,1,0,0,0,0,0,1,COMBATIVE,26.0,MALE,BLACK,5.11,185.0,MED,BRO,BLK,41,C,894 ROGERS PL,ROGERS PL,1012552.0,238236.0,PBBX,BRONX
8068,2023-06-19,10:46:00,2023,June,Monday,Based on Radio Run,APP,POM,46,LT,46,1,I,1,ROBBERY,1,0,0,1,0,1,1,1,0,0,0,1,1,VERBALLY AGGRESSIVE,30.0,MALE,BLACK,5.9,170.0,MED,BRO,BLK,46,C,54 E 181 ST,E 181 ST,1010639.0,250860.0,PBBX,BRONX
8069,2023-06-21,12:07:00,2023,June,Wednesday,Based on C/W on Scene,APP,PO,803,SGT,803,1,I,0,CPW,2,1,0,0,0,1,0,0,0,0,0,0,1,NORMAL,27.75,MALE,BLACK,5.64,165.72,THN,BRO,BLK,79,D,23 NOSTRAND AVE,NOSTRAND AVE,997354.0,194001.0,PBBN,BROOKLYN
8070,2023-06-21,20:36:00,2023,June,Wednesday,Based on Radio Run,APP,PO,6,LT,6,1,O,5,ROBBERY,5,1,0,0,0,1,0,0,0,0,0,0,1,ANNOYED,35.0,MALE,BLACK,6.2,180.0,THN,BRO,XXX,6,D,WEST ST && CHARLES ST,WEST ST,981418.0,206628.0,PBMS,MANHATTAN
8071,2023-06-11,22:44:00,2023,June,Sunday,Based on C/W on Scene,APP,POM,9,SGT,9,1,O,3,GRAND LARCENY,5,1,0,0,0,1,0,0,0,0,0,0,1,UPSET,27.75,MALE,BLACK,6.4,185.0,MED,BRO,BLK,9,D,3 AVE && E 12 ST,3 AVE,987533.0,205951.0,PBMS,MANHATTAN
8072,2023-06-19,16:34:00,2023,June,Monday,Based on Radio Run,APP,PO,20,SGT,20,1,O,1,GRAND LARCENY,1,1,0,1,0,1,0,1,0,0,0,0,1,NORMAL,24.0,MALE,BLACK,5.9,180.0,MED,BRO,BLK,20,C,411 W END AVE,W END AVE,989519.0,225243.0,PBMN,MANHATTAN
8073,2023-06-22,14:36:00,2023,June,Thursday,Based on C/W on Scene,APP,POM,26,SGT,26,1,O,1,OTHER,15,0,1,0,0,1,1,0,0,0,0,0,1,IRRATE,27.75,FEMALE,BLACK,5.64,165.72,THN,BRO,BLK,26,B,ST CLAIR PL && W 125 ST,ST CLAIR PL,995462.0,236938.0,PBMN,MANHATTAN
8074,2023-06-17,23:30:00,2023,June,Saturday,Based on Self Initiated,APP,PO,40,SGT,40,1,O,1,CPW,1,1,0,0,0,1,1,0,0,0,0,0,1,CALM,32.0,MALE,BLACK,5.9,160.0,THN,BRO,BLK,40,D,600 CONCORD AVE,CONCORD AVE,1009820.0,235920.0,PBBX,BRONX
8075,2023-06-19,17:45:00,2023,June,Monday,Based on Radio Run,APP,POM,42,SGT,42,0,O,2,CPW,5,1,0,0,0,1,1,0,0,0,0,0,1,ANGRY,27.75,MALE,BLACK,5.1,170.0,THN,BLK,BLD,42,A,1700 CROTONA AVE,CROTONA AVE,1013199.0,245347.0,PBBX,BRONX
8076,2023-05-29,08:25:00,2023,May,Monday,Based on Radio Run,APP,PO,43,SGT,43,0,O,2,ASSAULT,5,1,0,0,0,1,0,0,0,0,0,0,1,INTOXICATED,40.0,MALE,BLACK HISPANIC,5.4,145.0,MED,BRO,BLK,43,D,WESTCHESTER AVE && TAYLOR AVE,WESTCHESTER AVE,1021481.0,242474.0,PBBX,BRONX
8077,2023-05-05,15:31:00,2023,May,Friday,Based on Self Initiated,APP,POM,43,SGT,43,1,O,15,CPSP,10,1,0,1,0,1,1,1,0,0,1,0,1,ANNOYED,46.0,MALE,BLACK,6.1,195.0,THN,BRO,BLD,43,D,COMMONWEALTH AVE && GLEASON AVE,COMMONWEALTH AVE,1020846.0,241582.0,PBBX,BRONX
8078,2023-06-15,23:28:00,2023,June,Thursday,Based on Self Initiated,APP,POM,52,SGT,183,0,O,0,CPW,4,1,0,0,0,1,1,0,0,0,0,0,1,CALM,27.75,MALE,BLACK,5.8,160.0,THN,BRO,BLK,44,E,CLAY AVE && WEBSTER AVE,CLAY AVE,1010430.0,245242.0,PBBX,BRONX
8079,2023-06-20,16:36:00,2023,June,Tuesday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,1,CPW,1,1,0,0,0,1,1,0,0,0,0,0,1,NORMAL,25.0,MALE,WHITE HISPANIC,5.7,140.0,THN,BRO,BLD,46,A,1798 EASTBURN AVE,EASTBURN AVE,1009640.0,247785.0,PBBX,BRONX
8080,2023-06-21,18:04:00,2023,June,Wednesday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,1,CPW,1,1,0,0,0,1,1,1,0,0,0,0,1,CALM,20.0,MALE,BLACK,6.0,165.0,THN,BRO,BLK,46,E,UNIVERSITY AVE && W 174 ST,UNIVERSITY AVE,1006216.0,247828.0,PBBX,BRONX
8081,2023-06-21,20:10:00,2023,June,Wednesday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,2,CPW,5,1,0,0,0,1,1,0,0,0,0,0,1,NERVOUS/ SHAKING,15.0,MALE,BLACK HISPANIC,5.4,120.0,THN,BRO,BLK,46,D,1854 HARRISON AVE,HARRISON AVE,1008353.0,249498.0,PBBX,BRONX
8082,2023-06-21,21:19:00,2023,June,Wednesday,Based on Self Initiated,APP,PO,46,SGT,46,0,O,1,CPW,6,1,0,0,0,1,1,1,0,0,0,0,1,AGGRESSIVE,14.0,MALE,BLACK,5.5,130.0,THN,BRO,BLK,46,C,MORRIS AVE && FIELD PL,MORRIS AVE,1011591.0,252377.0,PBBX,BRONX
8083,2023-06-21,21:19:00,2023,June,Wednesday,Based on Self Initiated,APP,POM,46,SGT,46,0,O,1,CPW,1,1,1,0,0,1,1,0,0,0,0,0,1,NORMAL,16.0,MALE,BLACK,5.9,150.0,THN,BRO,BLK,46,C,MORRIS AVE && E 183 ST,MORRIS AVE,1011383.0,251919.0,PBBX,BRONX
8084,2023-06-21,21:19:00,2023,June,Wednesday,Based on Self Initiated,APP,POM,46,SGT,46,1,O,1,CPW,1,1,1,0,0,1,1,0,0,0,0,0,1,NORMAL,16.0,MALE,WHITE HISPANIC,5.7,130.0,THN,BRO,BLK,46,C,MORRIS AVE && E 183 ST,MORRIS AVE,1011383.0,251919.0,PBBX,BRONX
8085,2023-06-16,00:41:00,2023,June,Friday,Based on Self Initiated,APP,SGT,48,LT,48,0,O,3,OTHER,2,1,0,0,0,1,0,0,0,0,0,0,1,CALM,20.0,MALE,BLACK,5.1,170.0,MED,ZZZ,BLK,48,B,ADAMS PL && E 183 ST,ADAMS PL,1014982.0,250060.0,PBBX,BRONX
8086,2023-06-20,00:46:00,2023,June,Tuesday,Based on C/W on Scene,APP,POM,61,SSA,61,1,O,1,CPSP,8,1,0,0,0,1,0,0,0,0,0,0,1,SURPRISED,27.75,FEMALE,BLACK,5.5,120.0,MED,BRO,BLK,61,B,2799 86 ST,86 ST,990049.0,155408.0,PBBS,BROOKLYN
8087,2023-06-21,12:35:00,2023,June,Wednesday,Based on Radio Run,APP,POM,67,LT,67,1,O,2,MENACING,10,1,0,0,0,1,1,0,0,0,0,0,1,AGITATED AND ARGUMENTATIVE,30.0,MALE,BLACK,5.6,180.0,MED,BRO,BLK,67,E,582 E 53 ST,E 53 ST,1004506.0,174408.0,PBBS,BROOKLYN
8088,2023-06-15,22:12:00,2023,June,Thursday,Based on Self Initiated,APP,POM,75,SGT,75,1,O,1,CPW,4,1,0,0,0,1,0,0,0,0,0,0,1,NERVOUS,18.0,MALE,BLACK,5.11,160.0,MED,BRO,BLK,75,A,GLEN ST && AUTUMN AVE,GLEN ST,1020428.0,187466.0,PBBN,BROOKLYN
8089,2023-06-09,21:17:00,2023,June,Friday,Based on Self Initiated,APP,SSA,803,LT,803,1,O,1,CPW,3,1,0,0,0,1,1,0,0,0,0,0,1,NERVOUS CONFUSED TENSE,42.0,MALE,WHITE HISPANIC,5.9,185.0,MED,BRO,BLD,90,C,SCHOLES ST && GRAHAM AVE,SCHOLES ST,999931.0,197510.0,PBBN,BROOKLYN
8090,2023-06-21,21:42:00,2023,June,Wednesday,Based on Radio Run,APP,PO,102,LT,102,1,O,3,PETIT LARCENY,12,1,0,1,0,1,0,1,0,0,0,0,1,AGITATED,35.0,MALE,BLACK,5.8,220.0,HEA,BRO,BLD,102,C,JAMAICA AVENUE && I 678,JAMAICA AVENUE,1035029.0,195249.0,PBQS,QUEENS
8091,2023-06-21,12:44:00,2023,June,Wednesday,Based on Radio Run,APP,PO,105,SGT,105,1,O,3,OTHER,10,1,0,0,0,1,0,0,0,0,0,0,1,COMPLIANT,22.0,MALE,WHITE HISPANIC,5.9,170.0,U,BRO,BLK,105,D,90-11 BORKEL PL,BORKEL PL,1056796.0,204797.0,PBQS,QUEENS
8092,2023-06-20,21:45:00,2023,June,Tuesday,Based on Self Initiated,APP,POM,113,SGT,113,1,O,1,CPW,1,1,0,0,0,1,1,0,0,0,0,0,1,CALM,25.0,MALE,BLACK,5.9,140.0,THN,ZZZ,BRO,113,B,134-50 GUY R BREWER BLVD,GUY R BREWER BLVD,1046682.0,184227.0,PBQS,QUEENS
8093,2023-06-22,14:36:00,2023,June,Thursday,Based on C/W on Scene,APP,POM,26,SGT,26,1,O,1,OTHER,15,0,1,1,0,1,1,0,0,0,0,0,1,CALM,27.75,FEMALE,BLACK,5.64,165.72,THN,BRO,BLK,26,B,ST CLAIR PL && W 125 ST,ST CLAIR PL,995462.0,236938.0,PBMN,MANHATTAN
8094,2023-06-21,19:09:00,2023,June,Wednesday,Based on Self Initiated,APP,PO,34,LT,34,1,O,5,OTHER,4,1,0,0,0,1,0,0,0,0,0,0,1,NORMAL,23.0,MALE,WHITE HISPANIC,5.1,140.0,THN,BRO,BLK,34,A,W 189 ST && ST NICHOLAS AVE,W 189 ST,1003592.0,250533.0,PBMN,MANHATTAN
8095,2023-06-22,14:00:00,2023,June,Thursday,Based on Self Initiated,APP,POF,34,SGT,34,1,O,0,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,1,1,0,0,0,1,0,0,0,0,0,0,1,APPARENTLY NORMAL,30.0,MALE,BLACK HISPANIC,5.9,170.0,THN,BRO,BLK,34,A,ST NICHOLAS AVE && W 191 ST,ST NICHOLAS AVE,1003844.0,250988.0,PBMN,MANHATTAN
8096,2023-06-11,21:58:00,2023,June,Sunday,Based on Radio Run,APP,POM,40,SGT,40,0,O,2,CPW,31,1,0,0,0,1,1,0,0,0,0,0,1,NERVOUS SHAKING,16.0,MALE,WHITE HISPANIC,5.1,150.0,THN,BRO,BLK,40,B,461 E 136 ST,E 136 ST,1005949.0,233293.0,PBBX,BRONX
8097,2023-06-22,04:45:00,2023,June,Thursday,Based on C/W on Scene,APP,PO,864,LT,864,1,O,2,ROBBERY,5,1,0,0,0,1,1,1,1,1,0,0,1,APP NORMAL,27.75,MALE,WHITE,5.5,130.0,THN,ZZZ,BLN,44,E,E 167 ST && RIVER AVE,E 167 ST,1006032.0,243764.0,PBBX,BRONX
8098,2023-06-20,23:11:00,2023,June,Tuesday,Based on Radio Run,APP,POM,46,SGT,46,1,O,1,CPW,3,0,0,1,0,1,1,0,0,0,0,1,1,RESSISTED,16.0,MALE,BLACK,5.9,160.0,THN,BRO,BLK,46,C,GRAND CONC && FIELD PL,GRAND CONC,1012130.0,252134.0,PBBX,BRONX
8099,2023-06-20,22:26:00,2023,June,Tuesday,Based on Self Initiated,APP,POM,46,SGT,46,1,O,1,CPW,2,1,0,0,0,1,1,1,0,0,0,1,1,AGITATED,49.0,MALE,BLACK,6.0,185.0,MED,BRO,BLK,46,B,WEBSTER AVE && E 187 ST,WEBSTER AVE,1013624.0,252247.0,PBBX,BRONX
8100,2023-06-20,22:39:00,2023,June,Tuesday,Based on Self Initiated,APP,POM,46,SGT,46,1,O,1,CPW,1,1,0,0,0,1,1,0,0,0,0,0,1,NERVOUS,22.0,MALE,BLACK HISPANIC,6.9,200.0,MED,BRO,BLK,46,B,E FORDHAM RD && MARION AVE,E FORDHAM RD,1013888.0,253284.0,PBBX,BRONX
8101,2023-06-21,17:00:00,2023,June,Wednesday,Based on Self Initiated,APP,POM,46,SGT,46,1,O,0,CPW,2,1,0,0,0,1,1,1,0,0,0,0,1,CALM,27.75,MALE,BLACK,5.64,165.72,THN,BRO,BLK,46,B,E 188 ST && MARION AVE,E 188 ST,1013559.0,252718.0,PBBX,BRONX
8102,2023-06-21,17:20:00,2023,June,Wednesday,Based on Self Initiated,APP,POM,46,SGT,46,1,O,0,CPW,2,1,0,0,0,1,1,1,0,0,0,0,1,CALM/COMPLIANT,27.75,MALE,BLACK,5.64,165.72,THN,BRO,BLK,46,A,E TREMONT AVE && ANTHONY AVE,E TREMONT AVE,1011009.0,248494.0,PBBX,BRONX
8103,2023-06-16,21:15:00,2023,June,Friday,Based on C/W on Scene,APP,POM,48,SGT,48,0,O,0,MENACING,20,1,0,0,0,1,1,1,0,1,0,0,1,TIRED,24.0,MALE,BLACK,4.2,125.0,THN,BRO,BLK,48,C,E 175 ST && CROTONA AVE,E 175 ST,1013724.0,246373.0,PBBX,BRONX
8104,2023-06-20,16:26:00,2023,June,Tuesday,Based on Self Initiated,APP,PO,48,SGT,48,1,O,1,CPW,1,0,1,1,0,1,1,1,0,0,0,1,1,NERVOUS,18.0,MALE,WHITE HISPANIC,5.9,160.0,MED,BRO,BLK,48,A,WEBSTER AVE && E 188 ST,WEBSTER AVE,1013788.0,252571.0,PBBX,BRONX
8105,2023-06-20,16:26:00,2023,June,Tuesday,Based on Self Initiated,APP,PO,48,SGT,48,1,O,1,CPW,1,1,1,0,0,1,1,1,0,0,0,0,1,NERVOUS,18.0,MALE,WHITE HISPANIC,5.11,150.0,THN,BRO,BLK,48,A,WEBSTER AVE && E 188 ST,WEBSTER AVE,1013788.0,252571.0,PBBX,BRONX
8106,2023-06-14,16:15:00,2023,June,Wednesday,Based on Self Initiated,APP,POM,62,SGT,62,1,O,30,CPSP,15,1,0,1,0,1,0,1,0,1,1,0,1,NERVOUS,38.0,FEMALE,WHITE,5.2,125.0,THN,BRO,BRO,62,D,86 ST && STILLWELL AVE,86 ST,988342.0,156687.0,PBBS,BROOKLYN
8107,2023-06-15,16:30:00,2023,June,Thursday,Based on Self Initiated,APP,PO,63,SGT,63,1,O,30,CPW,1,0,1,1,0,1,1,1,0,0,0,1,1,NERVOUS/TALKATIVE,14.0,MALE,BLACK,5.6,120.0,THN,BLK,BLK,63,D,FOSTER AVE && E 58 ST,FOSTER AVE,1006093.0,172111.0,PBBS,BROOKLYN
8108,2023-06-15,16:30:00,2023,June,Thursday,Based on Self Initiated,APP,PO,63,SGT,63,1,O,30,CPW,1,0,1,1,0,1,1,1,0,0,0,1,1,NERVOUS,17.0,MALE,BLACK,5.7,130.0,THN,BLK,BLK,63,D,FOSTER AVE && E 58 ST,FOSTER AVE,1006093.0,172111.0,PBBS,BROOKLYN
8109,2023-06-22,22:10:00,2023,June,Thursday,Based on C/W on Scene,APP,PO,824,LT,824,1,O,0,ASSAULT,20,1,0,1,0,1,0,1,0,0,0,0,1,CALM,47.0,MALE,BLACK,6.3,326.0,HEA,BLK,BLK,88,D,275 FLATBUSH AVENUE EXT,FLATBUSH AVENUE EXT,989151.0,191489.0,PBBN,BROOKLYN
8110,2023-06-16,22:24:00,2023,June,Friday,Based on Radio Run,APP,POM,185,SGT,185,1,O,1,GRAND LARCENY AUTO,5,1,0,1,0,1,1,1,0,1,0,0,1,NERVOUS,25.0,MALE,BLACK,5.9,170.0,THN,BRO,BLK,105,C,118-14 220 ST,220 ST,1055984.0,191948.0,PBQS,QUEENS
8111,2023-05-30,19:53:00,2023,May,Tuesday,Based on Radio Run,APP,PO,109,LT,109,1,O,1,ASSAULT,1,0,0,0,0,1,0,0,0,0,0,0,1,CALM,50.0,MALE,ASIAN / PACIFIC ISLANDER,5.1,160.0,THN,BRO,GRY,109,C,144-25 ROOSEVELT AVE,ROOSEVELT AVE,1033741.0,216926.0,PBQN,QUEENS
8112,2023-06-22,08:58:00,2023,June,Thursday,Based on Radio Run,APP,POM,122,SGT,122,1,O,1,PETIT LARCENY,3,1,0,1,0,1,0,1,0,0,0,0,1,CALM,35.0,FEMALE,BLACK,5.5,120.0,THN,BLK,BLK,122,A,27 SCHEFFELIN AVE,SCHEFFELIN AVE,947455.0,150672.0,PBSI,STATEN ISLAND
8113,2023-06-16,00:20:00,2023,June,Friday,Based on C/W on Scene,APP,POM,123,SGT,123,1,O,1,ASSAULT,50,1,1,1,0,1,0,1,0,0,0,0,1,FRUSTRATED.,25.0,MALE,WHITE HISPANIC,5.3,180.0,MED,BRO,BLK,123,C,POMPEY AVE && ADLAI CIR,POMPEY AVE,936213.0,137848.0,PBSI,STATEN ISLAND
8114,2023-06-16,00:20:00,2023,June,Friday,Based on C/W on Scene,APP,POM,123,SGT,123,1,O,1,ASSAULT,50,1,1,1,0,1,0,1,0,0,0,0,1,FRUSTRATED.,22.0,MALE,WHITE HISPANIC,5.3,180.0,MED,BRO,BLK,123,C,POMPEY AVE && ADLAI CIR,POMPEY AVE,936213.0,137848.0,PBSI,STATEN ISLAND
8115,2023-06-20,10:16:00,2023,June,Tuesday,Based on Radio Run,APP,POF,9,SGT,9,1,O,1,CPW,26,1,0,0,0,1,1,1,1,1,0,1,1,CALM,35.0,MALE,BLACK,5.8,135.0,THN,BRO,BLN,9,A,27 AVENUE B,AVENUE B,988955.0,202466.0,PBMS,MANHATTAN
8116,2023-06-08,02:42:00,2023,June,Thursday,Based on Radio Run,APP,PO,34,SGT,34,1,O,1,CPW,10,1,0,0,0,1,1,0,0,0,0,1,1,COOPERATIVE,18.0,MALE,WHITE HISPANIC,5.11,150.0,THN,BRO,BLK,34,C,ACADEMY ST && POST AVE,ACADEMY ST,1005511.0,253851.0,PBMN,MANHATTAN
8117,2023-06-23,04:19:00,2023,June,Friday,Based on Self Initiated,APP,PO,34,SGT,34,1,O,1,GRAND LARCENY AUTO,4,1,0,0,0,1,0,0,0,0,0,0,1,CALM,41.0,MALE,BLACK,5.1,165.72,THN,BRO,BLK,34,A,AMSTERDAM AVE && W 190 ST,AMSTERDAM AVE,1004500.0,250318.0,PBMN,MANHATTAN
8118,2023-06-20,00:30:00,2023,June,Tuesday,Based on Radio Run,APP,PO,43,SGT,43,1,O,0,PETIT LARCENY,5,1,0,0,0,1,0,0,0,0,0,0,1,CALM,27.75,FEMALE,BLACK,5.6,165.72,THN,BRO,BLK,43,E,1941 WESTCHESTER AVE,WESTCHESTER AVE,1023149.0,242983.0,PBBX,BRONX
8119,2023-06-20,20:53:00,2023,June,Tuesday,Based on Self Initiated,APP,PO,44,SGT,44,1,O,1,CPW,2,1,0,0,0,1,1,1,0,0,0,0,1,CALM,27.75,MALE,BLACK,5.64,165.72,THN,BRO,BLK,44,B,W 166 ST && OGDEN AVE,W 166 ST,1004213.0,243725.0,PBBX,BRONX
8120,2023-06-20,23:44:00,2023,June,Tuesday,Based on Self Initiated,APP,PO,44,SGT,44,1,O,1,CPW,4,1,0,0,0,1,1,1,1,1,0,0,1,NERVOUS,30.0,MALE,BLACK,5.5,150.0,THN,BRO,BLK,44,E,E 169 ST && GRAND CONC,E 169 ST,1007530.0,244009.0,PBBX,BRONX
8121,2023-06-20,22:40:00,2023,June,Tuesday,Based on Self Initiated,APP,PO,49,SGT,49,1,O,2,CPW,2,1,1,0,0,1,0,0,0,0,0,0,1,FRIGHTENED,16.0,MALE,BLACK,5.5,190.0,HEA,BRO,BLK,49,C,E GUN HILL RD && DEWITT PL,E GUN HILL RD,1027071.0,256249.0,PBBX,BRONX
8122,2023-06-16,09:40:00,2023,June,Friday,Based on C/W on Scene,APP,POM,63,SGT,63,1,O,4,GRAND LARCENY,5,1,0,0,0,1,0,1,1,1,0,0,1,CLAM,16.0,MALE,BLACK,6.0,160.0,THN,BRO,BLK,63,B,AVENUE U && E 33 ST,AVENUE U,1003724.0,159728.0,PBBS,BROOKLYN
8123,2023-06-19,02:24:00,2023,June,Monday,Based on Radio Run,APP,POM,63,SGT,63,1,O,2,AUTO STRIPPIG,30,1,0,1,0,1,1,1,0,0,1,0,1,ANGRY,33.0,MALE,BLACK,5.9,180.0,MED,BRO,BLK,63,C,E 57 ST && FLATLANDS AVE,E 57 ST,1006095.0,168930.0,PBBS,BROOKLYN
8124,2023-05-31,23:30:00,2023,May,Wednesday,Based on Self Initiated,APP,LSA,802,CPT,800,1,O,1,CPW,2,1,0,0,0,1,1,0,0,0,0,0,1,AGGRESSIVE,20.0,MALE,BLACK,5.9,180.0,U,BRO,BLK,73,C,265 LIVONIA AVE,LIVONIA AVE,1009688.0,180868.0,PBBN,BROOKLYN
8125,2023-06-20,23:52:00,2023,June,Tuesday,Based on Self Initiated,APP,PO,187,SGT,187,0,O,1,CPW,12,1,0,0,1,1,1,0,0,0,0,0,1,UPSET,39.0,MALE,BLACK,5.8,180.0,MED,BRO,BLD,79,B,467A GATES AVE,GATES AVE,998566.0,189443.0,PBBN,BROOKLYN
8126,2023-06-14,19:00:00,2023,June,Wednesday,Based on Radio Run,APP,SGT,9,SGT,9,1,O,2,PETIT LARCENY,2,1,0,1,0,1,1,1,1,0,0,0,1,REMORSEFUL,30.0,MALE,BLACK,5.1,170.0,THN,BRO,BLK,9,A,E 5 ST && 1 AVE,E 5 ST,987963.0,203697.0,PBMS,MANHATTAN
8127,2023-06-19,12:15:00,2023,June,Monday,Based on Self Initiated,APP,PO,14,SGT,14,1,O,0,ROBBERY,3,1,0,0,0,1,0,0,0,0,0,0,1,CALM,30.0,MALE,WHITE HISPANIC,6.0,180.0,THN,BRO,BLK,13,B,E 17 ST && UNION SQ E,E 17 ST,987294.0,207626.0,PBMS,MANHATTAN
8128,2023-06-17,20:03:00,2023,June,Saturday,Based on C/W on Scene,APP,PO,13,SGT,14,1,O,1,ROBBERY,7,1,0,0,0,1,0,0,0,0,0,0,1,QUITE,20.0,MALE,BLACK,5.6,140.0,MED,BLK,XXX,14,E,234 W 42 ST,W 42 ST,987395.0,214919.0,PBMS,MANHATTAN
8129,2023-06-19,20:50:00,2023,June,Monday,Based on C/W on Scene,APP,PO,10,SGT,14,1,O,0,GRAND LARCENY,10,1,0,0,0,1,0,0,0,1,0,0,1,CALM,40.0,MALE,BLACK,5.64,165.72,THN,BRO,BLK,14,E,W 41 ST && 8 AVE,W 41 ST,986944.0,214915.0,PBMS,MANHATTAN
8130,2023-06-13,16:50:00,2023,June,Tuesday,Based on Radio Run,APP,PO,17,LSA,17,1,O,0,ROBBERY,5,1,0,1,0,1,0,1,0,0,0,0,1,CALM,52.0,FEMALE,BLACK,5.8,150.0,THN,BRO,BLK,17,B,143 E 43 ST,E 43 ST,991310.0,213170.0,PBMS,MANHATTAN
8131,2023-06-23,01:09:00,2023,June,Friday,Based on Self Initiated,APP,POM,24,SGT,24,0,O,1,CPW,3,0,0,1,0,1,1,0,0,0,0,1,1,SUSPECT RAN AT SIGHT OF OFFICERS.,17.0,MALE,BLACK,6.0,160.0,THN,BRO,BLK,24,B,W 92 ST && CENTRAL PARK W,W 92 ST,993512.0,226772.0,PBMN,MANHATTAN
8132,2023-06-21,22:58:00,2023,June,Wednesday,Based on Self Initiated,APP,POM,42,LT,42,1,O,2,CPW,2,1,0,0,0,1,1,0,0,0,0,0,1,APPARENTLY NORMAL,20.0,MALE,BLACK,5.6,150.0,THN,BRO,BLK,41,C,E 165 ST && TIFFANY ST,E 165 ST,1013346.0,239477.0,PBBX,BRONX
8133,2023-06-16,21:45:00,2023,June,Friday,Based on Radio Run,APP,POM,42,SGT,42,1,I,1,CPW,3,1,0,0,0,1,1,0,0,0,0,1,1,NORMAL,60.0,MALE,BLACK,6.0,190.0,THN,BRO,BLK,42,B,1316 BOSTON RD,BOSTON RD,1012080.0,242227.0,PBBX,BRONX
8134,2023-06-20,23:06:00,2023,June,Tuesday,Based on Self Initiated,APP,POM,42,SGT,42,1,O,1,CPW,3,1,0,0,0,1,0,0,0,0,0,0,1,NERVOUS,25.0,FEMALE,BLACK,5.7,150.0,MED,BRO,BLK,42,B,E 169 ST && UNION AVE,E 169 ST,1012258.0,241723.0,PBBX,BRONX
8135,2023-06-21,23:23:00,2023,June,Wednesday,Based on Self Initiated,APP,POM,42,LT,42,1,O,2,CPW,1,1,0,0,0,1,1,0,0,0,0,0,1,AGGRESSIVE,20.0,MALE,BLACK HISPANIC,6.0,180.0,MED,BRO,BLK,42,B,E 169 ST && PROSPECT AVE,E 169 ST,1012597.0,241475.0,PBBX,BRONX
8136,2023-06-17,23:12:00,2023,June,Saturday,Based on Self Initiated,APP,PO,40,SGT,183,0,O,2,CPW,1,1,0,0,0,1,1,0,0,0,0,0,1,UNCOOPERATIVE NERVOUS,21.0,MALE,BLACK,5.1,160.0,THN,BRO,BLK,48,B,WEBSTER AVE && E 187 ST,WEBSTER AVE,1013624.0,252247.0,PBBX,BRONX
8137,2023-06-21,19:58:00,2023,June,Wednesday,Based on Radio Run,APP,PO,75,SGT,75,1,O,5,CRIMINAL MISCHIEF,1,0,0,1,0,1,1,1,0,0,0,0,1,ANGRY,22.0,MALE,BLACK,5.1,150.0,THN,BRO,BLK,75,D,VAN SICLEN AVE && COZINE AVE,VAN SICLEN AVE,1016849.0,178375.0,PBBN,BROOKLYN
